doc_id,volume,state_variation,version_date,source_file,path,anchor_id,parent_anchor_id,order_in_parent,para_start,para_end,unit_label,unit_type,compliance_weight,title,text,text_html,defined_term,contains_shall,contains_must,external_refs,internal_refs,satisfies_pr_ids,related_unit_ids,asset_type,asset_id,asset_caption,asset_alt_text,page_start,page_end,bbox_json,extract_confidence,warnings,ncc_pathway,normative_status,conditionality,heading_context,raw_title,raw_text,applies_state,variation_action,affected_unit_label,affected_subparts,affects_anchor_id,table_grid_json,table_key_values,base_unit_label,affected_subclause,conditions_text,exceptions_text,requirements_list,standards_referenced,notes_quality,discipline,table_purpose,table_id,table_label,applies_to_volume,applies_to_class,volume_hierarchy,dataset_coverage,scope_conditions,formula_json,constant_value,constant_name,pathway_alternative_to,verification_method_for,section_code,part_code,indexable
ncc2022,Vol3,"","",NCC2022-volume-three.docx,Vol3,VOL3::C1V3,"",644,2355,2355,C1V3,OTHER,"",Table C1V3: System 2 - Common discharge pipe capacity,Table C1V3: System 2 - Common discharge pipe capacity,Table C1V3: System 2 - Common discharge pipe capacity,"",false,false,"","","","","","","","","","","","","",OBJECTIVE,INFORMATIVE,ALWAYS,"",Table C1V3: System 2 - Common discharge pipe capacity,Table C1V3: System 2 - Common discharge pipe capacity,"","","","","","","",C1V3,"","","","","","",HeatedWater,"",C1V3,Table C1V3: System 2 - Common discharge pipe capacity,V3,"","","","","","","","","",C,C1,true
ncc2022,Vol3,"","",NCC2022-volume-three.docx,Vol3,VOL3::C1V4,"",645,2356,2357,C1V4,OTHER,"",System 3 - Branch design,C1V4 System 3 - Branch design  [New for 2022],C1V4 System 3 - Branch design  [New for 2022],"",false,false,"","","","","","","","","","","","","",OBJECTIVE,INFORMATIVE,ALWAYS,"",System 3 - Branch design,C1V4 System 3 - Branch design  [New for 2022],"","","","","","","",C1V4,"","","","","","",HeatedWater,"","","",V3,"","","","","","","","","",C,C1,true
ncc2022,Vol3,"","",NCC2022-volume-three.docx,Vol3,VOL3::C1P5,"",646,2358,2358,C1P5,OTHER,"",(1) Compliance with C1P5 relating to pipe sizing is verified for each discharge branch when—,(1) Compliance with C1P5 relating to pipe sizing is verified for each discharge branch when—,(1) Compliance with C1P5 relating to pipe sizing is verified for each discharge branch when—,"",false,false,"","","","","","","","","","","","","",OBJECTIVE,INFORMATIVE,ALWAYS,"",(1) Compliance with C1P5 relating to pipe sizing is verified for each discharge branch when—,(1) Compliance with C1P5 relating to pipe sizing is verified for each discharge branch when—,"","","","","","","",C1P5,"","","","","","",HeatedWater,"","","",V3,"","","","","","","","","",C,C1,true
ncc2022,Vol3,"","",NCC2022-volume-three.docx,Vol3,VOL3::C1V4A,"",647,2359,2359,C1V4A,OTHER,"","(a) each unvented fixture, or combination of fixtures, connects independently to the stack in accord","(a) each unvented fixture, or combination of fixtures, connects independently to the stack in accordance with Table C1V4a; and","(a) each unvented fixture, or combination of fixtures, connects independently to the stack in accordance with Table C1V4a; and","",false,false,"","","","","","","","","","","","","",OBJECTIVE,INFORMATIVE,ALWAYS,"","(a) each unvented fixture, or combination of fixtures, connects independently to the stack in accord","(a) each unvented fixture, or combination of fixtures, connects independently to the stack in accordance with Table C1V4a; and","","","","","","","",C1V4A,"","","","","","",HeatedWater,"","","",V3,"","","","","","","","","",C,C1,true
ncc2022,Vol3,"","",NCC2022-volume-three.docx,Vol3,VOL3::C1V4B,"",648,2360,2373,C1V4B,OTHER,"","(b) each vented fixture, or combination of fixtures, connects to the stack in accordance with Table C1V4b.","(b) each vented fixture, or combination of fixtures, connects to the stack in accordance with Table C1V4b.  (2) Ventilation requirements must be in accordance with the following:  (a) Each trap vent must be—  (i) not less than DN 50, where the connection of the vent to the branch is liable to blockage due to splashing or submergence; or  (ii) DN 32, where the connection of the vent to the branch is not liable to blockage due to splashing or submergence.  (b) Each trap vent connects within 750 mm of the fixture it serves.  (c) Each trap vent must—  (i) terminate at atmosphere or interconnect with another vent in accordance with AS/NZS 3500.2; or  (ii) connect to a common trap vent at least 40 mm in diameter; or  (iii) connect to the stack above the flood level of the highest fixture; or  (iv) terminate to an air admittance valve with a minimum airflow rate equal to 2 times the wastewater design flowrate.  (3) Each branch connection must use a sweep or 45° junction where the branch is—  (a) an equal diameter to the stack; and  (b) the stack is DN 80 or larger.","(b) each vented fixture, or combination of fixtures, connects to the stack in accordance with Table C1V4b.  (2) Ventilation requirements must be in accordance with the following:  (a) Each trap vent must be—  (i) not less than DN 50, where the connection of the vent to the branch is liable to blockage due to splashing or submergence; or  (ii) DN 32, where the connection of the vent to the branch is not liable to blockage due to splashing or submergence.  (b) Each trap vent connects within 750 mm of the fixture it serves.  (c) Each trap vent must—  (i) terminate at atmosphere or interconnect with another vent in accordance with AS/NZS 3500.2; or  (ii) connect to a common trap vent at least 40 mm in diameter; or  (iii) connect to the stack above the flood level of the highest fixture; or  (iv) terminate to an air admittance valve with a minimum airflow rate equal to 2 times the wastewater design flowrate.  (3) Each branch connection must use a sweep or 45° junction where the branch is—  (a) an equal diameter to the stack; and  (b) the stack is DN 80 or larger.","",false,true,"","","","","","","","","","","","","",OBJECTIVE,INFORMATIVE,ALWAYS,"","(b) each vented fixture, or combination of fixtures, connects to the stack in accordance with Table C1V4b.","(b) each vented fixture, or combination of fixtures, connects to the stack in accordance with Table C1V4b.  (2) Ventilation requirements must be in accordance with the following:  (a) Each trap vent must be—  (i) not less than DN 50, where the connection of the vent to the branch is liable to blockage due to splashing or submergence; or  (ii) DN 32, where the connection of the vent to the branch is not liable to blockage due to splashing or submergence.  (b) Each trap vent connects within 750 mm of the fixture it serves.  (c) Each trap vent must—  (i) terminate at atmosphere or interconnect with another vent in accordance with AS/NZS 3500.2; or  (ii) connect to a common trap vent at least 40 mm in diameter; or  (iii) connect to the stack above the flood level of the highest fixture; or  (iv) terminate to an air admittance valve with a minimum airflow rate equal to 2 times the wastewater design flowrate.  (3) Each branch connection must use a sweep or 45° junction where the branch is—  (a) an equal diameter to the stack; and  (b) the stack is DN 80 or larger.","","","","","","","",C1V4B,"","","","","","",HeatedWater,"","","",V3,"","","","","","","","","",C,C1,true
ncc2022,Vol3,"","",NCC2022-volume-three.docx,Vol3,VOL3::C1V4A,"",649,2374,2374,C1V4A,OTHER,"",Table C1V4a: System 3 - Unvented fixture connections,Table C1V4a: System 3 - Unvented fixture connections,Table C1V4a: System 3 - Unvented fixture connections,"",false,false,"","","","","","","","","","","","","",OBJECTIVE,INFORMATIVE,ALWAYS,"",Table C1V4a: System 3 - Unvented fixture connections,Table C1V4a: System 3 - Unvented fixture connections,"","","","","","","",C1V4A,"","","","","","",HeatedWater,"",C1V4A,Table C1V4a: System 3 - Unvented fixture connections,V3,"","","","","","","","","",C,C1,true
ncc2022,Vol3,"","",NCC2022-volume-three.docx,Vol3,VOL3::C1V4B,"",650,2375,2381,C1V4B,OTHER,"",Table C1V4b: System 3 - Vented fixture connections,"Table C1V4b: System 3 - Vented fixture connections  Limitations  (1)  The maximum number of bends permitted is measured from the fixture trap weir to the connection to the stack, excluding the first bend after the trap weir.  (2)  The maximum pipe length is measured from the fixture trap weir to the connection to the stack.  (3)  A slab urinal must not cater for more than 7 people. Additional waste outlets may be required for longer urinals.  (4)  Where a water closet is connected, sweep or 45º junctions must be used to connect to the stack.  (5)  Bottle and resealing traps are not permitted for food waste disposal units or sanitary napkin disposal units.","Table C1V4b: System 3 - Vented fixture connections  Limitations  (1)  The maximum number of bends permitted is measured from the fixture trap weir to the connection to the stack, excluding the first bend after the trap weir.  (2)  The maximum pipe length is measured from the fixture trap weir to the connection to the stack.  (3)  A slab urinal must not cater for more than 7 people. Additional waste outlets may be required for longer urinals.  (4)  Where a water closet is connected, sweep or 45º junctions must be used to connect to the stack.  (5)  Bottle and resealing traps are not permitted for food waste disposal units or sanitary napkin disposal units.","",false,true,"","","","","","","","","","","","","",OBJECTIVE,INFORMATIVE,ALWAYS,"",Table C1V4b: System 3 - Vented fixture connections,"Table C1V4b: System 3 - Vented fixture connections  Limitations  (1)  The maximum number of bends permitted is measured from the fixture trap weir to the connection to the stack, excluding the first bend after the trap weir.  (2)  The maximum pipe length is measured from the fixture trap weir to the connection to the stack.  (3)  A slab urinal must not cater for more than 7 people. Additional waste outlets may be required for longer urinals.  (4)  Where a water closet is connected, sweep or 45º junctions must be used to connect to the stack.  (5)  Bottle and resealing traps are not permitted for food waste disposal units or sanitary napkin disposal units.","","","","","","","",C1V4B,"","","","","","",HeatedWater,"",C1V4B,Table C1V4b: System 3 - Vented fixture connections,V3,"","","","","","","","","",C,C1,true
ncc2022,Vol3,"","",NCC2022-volume-three.docx,Vol3,VOL3::C1V5,"",651,2382,2383,C1V5,OTHER,"",Stack design,C1V5 Stack design  [New for 2022],C1V5 Stack design  [New for 2022],"",false,false,"","","","","","","","","","","","","",OBJECTIVE,INFORMATIVE,ALWAYS,"",Stack design,C1V5 Stack design  [New for 2022],"","","","","","","",C1V5,"","","","","","",HeatedWater,"","","",V3,"","","","","","","","","",C,C1,true
ncc2022,Vol3,"","",NCC2022-volume-three.docx,Vol3,VOL3::C1P5,"",652,2384,2387,C1P5,OTHER,"",(1) Compliance with C1P5 relating to pipe sizing is verified for the stack system when—,(1) Compliance with C1P5 relating to pipe sizing is verified for the stack system when—  (a) each stack has a pipe size in accordance with(2); and  (b) ventilation is provided in accordance with(3).  (2) Each stack must have a pipe size in accordance with—,(1) Compliance with C1P5 relating to pipe sizing is verified for the stack system when—  (a) each stack has a pipe size in accordance with(2); and  (b) ventilation is provided in accordance with(3).  (2) Each stack must have a pipe size in accordance with—,"",false,true,"","","","","","","","","","","","","",OBJECTIVE,INFORMATIVE,ALWAYS,"",(1) Compliance with C1P5 relating to pipe sizing is verified for the stack system when—,(1) Compliance with C1P5 relating to pipe sizing is verified for the stack system when—  (a) each stack has a pipe size in accordance with(2); and  (b) ventilation is provided in accordance with(3).  (2) Each stack must have a pipe size in accordance with—,"","","","","","","",C1P5,"","","","","","",HeatedWater,"","","",V3,"","","","","","","","","",C,C1,true
ncc2022,Vol3,"","",NCC2022-volume-three.docx,Vol3,VOL3::C1V5A,"",653,2388,2388,C1V5A,OTHER,"","(a) Table C1V5a, where a separate relief vent is not provided; or","(a) Table C1V5a, where a separate relief vent is not provided; or","(a) Table C1V5a, where a separate relief vent is not provided; or","",false,false,"","","","","","","","","","","","","",OBJECTIVE,INFORMATIVE,ALWAYS,"","(a) Table C1V5a, where a separate relief vent is not provided; or","(a) Table C1V5a, where a separate relief vent is not provided; or","","","","","","","",C1V5A,"","","","","","",HeatedWater,"","","",V3,"","","","","","","","","",C,C1,true
ncc2022,Vol3,"","",NCC2022-volume-three.docx,Vol3,VOL3::C1V5B,"",654,2389,2399,C1V5B,OTHER,"","(b) Table C1V5b, where a separate relief vent is provided.","(b) Table C1V5b, where a separate relief vent is provided.  (3) Ventilation must comply with the following:  (a) Each stack vent must terminate either to—  (i) the atmosphere or interconnect with another vent in accordance with AS/NZS 3500.2; or  (ii) an air admittance valve with a minimum airflow rate equal to 8 times the wastewater design flowrate.  (b) Each stack vent must be sized in accordance with—  (i) Clause 8.5.4 of AS/NZS 3500.2 for stack vents; or  (ii) Clause 8.5.3 of AS/NZS 3500.2 for relief vents.  (c) Each relief vent must interconnect with the stack vent at each floor.  Applications  (1)  Water closets must be connected to a DN 80 or DN 100 discharge pipe.","(b) Table C1V5b, where a separate relief vent is provided.  (3) Ventilation must comply with the following:  (a) Each stack vent must terminate either to—  (i) the atmosphere or interconnect with another vent in accordance with AS/NZS 3500.2; or  (ii) an air admittance valve with a minimum airflow rate equal to 8 times the wastewater design flowrate.  (b) Each stack vent must be sized in accordance with—  (i) Clause 8.5.4 of AS/NZS 3500.2 for stack vents; or  (ii) Clause 8.5.3 of AS/NZS 3500.2 for relief vents.  (c) Each relief vent must interconnect with the stack vent at each floor.  Applications  (1)  Water closets must be connected to a DN 80 or DN 100 discharge pipe.","",false,true,"","","","","","","","","","","","","",OBJECTIVE,INFORMATIVE,ALWAYS,"","(b) Table C1V5b, where a separate relief vent is provided.","(b) Table C1V5b, where a separate relief vent is provided.  (3) Ventilation must comply with the following:  (a) Each stack vent must terminate either to—  (i) the atmosphere or interconnect with another vent in accordance with AS/NZS 3500.2; or  (ii) an air admittance valve with a minimum airflow rate equal to 8 times the wastewater design flowrate.  (b) Each stack vent must be sized in accordance with—  (i) Clause 8.5.4 of AS/NZS 3500.2 for stack vents; or  (ii) Clause 8.5.3 of AS/NZS 3500.2 for relief vents.  (c) Each relief vent must interconnect with the stack vent at each floor.  Applications  (1)  Water closets must be connected to a DN 80 or DN 100 discharge pipe.","","","","","","","",C1V5B,"","","","","","",HeatedWater,"","","",V3,"","","","","","","","","",C,C1,true
ncc2022,Vol3,"","",NCC2022-volume-three.docx,Vol3,VOL3::C1V2,"",655,2400,2400,C1V2,OTHER,"",(2)  Water closets must not be connected to DN 80 where a C1V2 System 1 or C1V4 System 3 is used.,(2)  Water closets must not be connected to DN 80 where a C1V2 System 1 or C1V4 System 3 is used.,(2)  Water closets must not be connected to DN 80 where a C1V2 System 1 or C1V4 System 3 is used.,"",false,true,"","","","","","","","","","","","","",OBJECTIVE,INFORMATIVE,ALWAYS,"",(2)  Water closets must not be connected to DN 80 where a C1V2 System 1 or C1V4 System 3 is used.,(2)  Water closets must not be connected to DN 80 where a C1V2 System 1 or C1V4 System 3 is used.,"","","","","","","",C1V2,"","","","","","",HeatedWater,"","","",V3,"","","","","","","","","",C,C1,true
ncc2022,Vol3,"","",NCC2022-volume-three.docx,Vol3,VOL3::C1V5A,"",656,2401,2401,C1V5A,OTHER,"",Table C1V5a: Stack capacity without a relief vent,Table C1V5a: Stack capacity without a relief vent,Table C1V5a: Stack capacity without a relief vent,"",false,false,"","","","","","","","","","","","","",OBJECTIVE,INFORMATIVE,ALWAYS,"",Table C1V5a: Stack capacity without a relief vent,Table C1V5a: Stack capacity without a relief vent,"","","","","","","",C1V5A,"","","","","","",HeatedWater,"",C1V5A,Table C1V5a: Stack capacity without a relief vent,V3,"","","","","","","","","",C,C1,true
ncc2022,Vol3,"","",NCC2022-volume-three.docx,Vol3,VOL3::C1V5B,"",657,2402,2402,C1V5B,OTHER,"",Table C1V5b: Stack capacity with a relief vent,Table C1V5b: Stack capacity with a relief vent,Table C1V5b: Stack capacity with a relief vent,"",false,false,"","","","","","","","","","","","","",OBJECTIVE,INFORMATIVE,ALWAYS,"",Table C1V5b: Stack capacity with a relief vent,Table C1V5b: Stack capacity with a relief vent,"","","","","","","",C1V5B,"","","","","","",HeatedWater,"",C1V5B,Table C1V5b: Stack capacity with a relief vent,V3,"","","","","","","","","",C,C1,true
ncc2022,Vol3,"","",NCC2022-volume-three.docx,Vol3,VOL3::C1D1,"",658,2403,2403,C1D1,DTS_PROVISION,"",Deemed-to-Satisfy Provisions,C1D1 Deemed-to-Satisfy Provisions,C1D1 Deemed-to-Satisfy Provisions,"",false,false,"","","","","","","","","","","","","",DTS,NORMATIVE,ALWAYS,"",Deemed-to-Satisfy Provisions,C1D1 Deemed-to-Satisfy Provisions,"","","","","","","",C1D1,"","","","","","",SanitaryPlumbing,"","","",V3,"","","","","","","","","",C,C1,true
ncc2022,Vol3,"","",NCC2022-volume-three.docx,Vol3,VOL3::C1.1,"",659,2404,2404,C1.1,OTHER,"",[2019: C1.1],[2019: C1.1],[2019: C1.1],"",false,false,"","","","","","","","","","","","","",OBJECTIVE,INFORMATIVE,ALWAYS,"",[2019: C1.1],[2019: C1.1],"","","","","","","",C1.1,"","","","","","",HeatedWater,"","","",V3,"","","","","","","","","",C,C1,true
ncc2022,Vol3,"","",NCC2022-volume-three.docx,Vol3,VOL3::C1P1,"",660,2405,2405,C1P1,PERFORMANCE_REQUIREMENT,"","(1) Where a Deemed-to-Satisfy Solution is proposed, Performance Requirement C1P1 to C1P7 is satisfied by complying with C1D2and C1D5.","(1) Where a Deemed-to-Satisfy Solution is proposed, Performance Requirement C1P1 to C1P7 is satisfied by complying with C1D2and C1D5.","(1) Where a Deemed-to-Satisfy Solution is proposed, Performance Requirement C1P1 to C1P7 is satisfied by complying with C1D2and C1D5.","",false,false,"","","","","","","","","","","","","",PERFORMANCE,NORMATIVE,ALWAYS,"","(1) Where a Deemed-to-Satisfy Solution is proposed, Performance Requirement C1P1 to C1P7 is satisfied by complying with C1D2and C1D5.","(1) Where a Deemed-to-Satisfy Solution is proposed, Performance Requirement C1P1 to C1P7 is satisfied by complying with C1D2and C1D5.","","","","","","","",C1P1,"","","","","","",Ancillary,"","","",V3,"","","","","","","","","",C,C1,true
ncc2022,Vol3,"","",NCC2022-volume-three.docx,Vol3,VOL3::A2G2,"",661,2406,2406,A2G2,PERFORMANCE_REQUIREMENT,"","(2) Where a Performance Solution is proposed, the relevant Performance Requirements must be determin","(2) Where a Performance Solution is proposed, the relevant Performance Requirements must be determined in accordance with A2G2(3) and A2G4(3) as applicable.","(2) Where a Performance Solution is proposed, the relevant Performance Requirements must be determined in accordance with A2G2(3) and A2G4(3) as applicable.","",false,true,"","","","","","","","","","","","","",PERFORMANCE,NORMATIVE,ALWAYS,"","(2) Where a Performance Solution is proposed, the relevant Performance Requirements must be determin","(2) Where a Performance Solution is proposed, the relevant Performance Requirements must be determined in accordance with A2G2(3) and A2G4(3) as applicable.","","","","","","","",A2G2,"","","","","","",HeatedWater,"","","",V3,"","","","","","","","","",A,A2,true
ncc2022,Vol3,"","",NCC2022-volume-three.docx,Vol3,VOL3::C1D2,"",662,2407,2407,C1D2,OTHER,"",Invert levels,C1D2 Invert levels,C1D2 Invert levels,"",false,false,"","","","","","","","","","","","","",OBJECTIVE,INFORMATIVE,ALWAYS,"",Invert levels,C1D2 Invert levels,"","","","","","","",C1D2,"","","","","","",SanitaryPlumbing,"","","",V3,"","","","","","","","","",C,C1,true
ncc2022,Vol3,"","",NCC2022-volume-three.docx,Vol3,VOL3::C1.2,"",663,2408,2409,C1.2,OTHER,"",[2019: C1.2],[2019: C1.2]  The invert level of a trap or gully weir must be a minimum of 10 mm higher than the soffit of the pipe to which it connects.,[2019: C1.2]  The invert level of a trap or gully weir must be a minimum of 10 mm higher than the soffit of the pipe to which it connects.,"",false,true,"","","","","","","","","","","","","",OBJECTIVE,INFORMATIVE,ALWAYS,"",[2019: C1.2],[2019: C1.2]  The invert level of a trap or gully weir must be a minimum of 10 mm higher than the soffit of the pipe to which it connects.,"","","","","","","",C1.2,"","","","","","",HeatedWater,"","","",V3,"","","","","","","","","",C,C1,true
ncc2022,Vol3,"","",NCC2022-volume-three.docx,Vol3,VOL3::C1D3,"",664,2410,2410,C1D3,OTHER,"",SA C1D3,SA C1D3,SA C1D3,"",false,false,"","","","","","","","","","","","","",OBJECTIVE,INFORMATIVE,ALWAYS,"",SA C1D3,SA C1D3,"","","","","","","",C1D3,"","","","","","",HeatedWater,"","","",V3,"","","","","","","","","",C,C1,true
ncc2022,Vol3,"","",NCC2022-volume-three.docx,Vol3,VOL3::C1D3,"",665,2411,2411,C1D3,OTHER,"",VIC C1D3,VIC C1D3,VIC C1D3,"",false,false,"","","","","","","","","","","","","",OBJECTIVE,INFORMATIVE,ALWAYS,"",VIC C1D3,VIC C1D3,"","","","","","","",C1D3,"","","","","","",HeatedWater,"","","",V3,"","","","","","","","","",C,C1,true
ncc2022,Vol3,"","",NCC2022-volume-three.docx,Vol3,VOL3::C1D3,"",666,2412,2412,C1D3,OTHER,"",General requirements,C1D3 General requirements,C1D3 General requirements,"",false,false,"","","","","","","","","","","","","",OBJECTIVE,INFORMATIVE,ALWAYS,"",General requirements,C1D3 General requirements,"","","","","","","",C1D3,"","","","","","",HeatedWater,"","","",V3,"","","","","","","","","",C,C1,true
ncc2022,Vol3,"","",NCC2022-volume-three.docx,Vol3,VOL3::C1.3,"",667,2413,2414,C1.3,OTHER,"",[2019: C1.3],[2019: C1.3]  A sanitary plumbing system must be in accordance with AS/NZS 3500.2.,[2019: C1.3]  A sanitary plumbing system must be in accordance with AS/NZS 3500.2.,"",false,true,"","","","","","","","","","","","","",OBJECTIVE,INFORMATIVE,ALWAYS,"",[2019: C1.3],[2019: C1.3]  A sanitary plumbing system must be in accordance with AS/NZS 3500.2.,"","","","","","","",C1.3,"","","","","","",HeatedWater,"","","",V3,"","","","","","","","","",C,C1,true
ncc2022,Vol3,"","",NCC2022-volume-three.docx,Vol3,VOL3::C1D4,"",668,2415,2417,C1D4,OTHER,"",Bushfire prone areas,C1D4 Bushfire prone areas  [New for 2022]  A sanitary plumbing system in a designated bushfire prone area must be in accordance with AS 3959.,C1D4 Bushfire prone areas  [New for 2022]  A sanitary plumbing system in a designated bushfire prone area must be in accordance with AS 3959.,"",false,true,"","","","","","","","","","","","","",OBJECTIVE,INFORMATIVE,ALWAYS,"",Bushfire prone areas,C1D4 Bushfire prone areas  [New for 2022]  A sanitary plumbing system in a designated bushfire prone area must be in accordance with AS 3959.,"","","","","","","",C1D4,"","","","","","",HeatedWater,"","","",V3,"","","","","","","","","",C,C1,true
ncc2022,Vol3,"","",NCC2022-volume-three.docx,Vol3,VOL3::C1D5,"",669,2418,2429,C1D5,DEFINITION,"",Water efficiency,"C1D5 Water efficiency  [New for 2022]  A sanitary plumbing system must ensure the efficient use of drinking water by—  (a) limiting water usage from—  (i) a cistern or flushing device for a urinal, to a flush volume of not more than 2.5 litres for each—  (A) single urinal stall; or  (B) 600 mm length of a continuous urinal wall; and  (ii) a dual flush cistern or flushing valve that is connected to a water closet pan to a flush volume of not more than—  (A) 6 and 3 litres; or  (B) 4.5 and 3 litres; or  (b) water saving measures equivalent to or greater than those described in(a).  Applications","C1D5 Water efficiency  [New for 2022]  A sanitary plumbing system must ensure the efficient use of drinking water by—  (a) limiting water usage from—  (i) a cistern or flushing device for a urinal, to a flush volume of not more than 2.5 litres for each—  (A) single urinal stall; or  (B) 600 mm length of a continuous urinal wall; and  (ii) a dual flush cistern or flushing valve that is connected to a water closet pan to a flush volume of not more than—  (A) 6 and 3 litres; or  (B) 4.5 and 3 litres; or  (b) water saving measures equivalent to or greater than those described in(a).  Applications","",false,true,"","","","","","","","","","","","","",OBJECTIVE,INFORMATIVE,ALWAYS,"",Water efficiency,"C1D5 Water efficiency  [New for 2022]  A sanitary plumbing system must ensure the efficient use of drinking water by—  (a) limiting water usage from—  (i) a cistern or flushing device for a urinal, to a flush volume of not more than 2.5 litres for each—  (A) single urinal stall; or  (B) 600 mm length of a continuous urinal wall; and  (ii) a dual flush cistern or flushing valve that is connected to a water closet pan to a flush volume of not more than—  (A) 6 and 3 litres; or  (B) 4.5 and 3 litres; or  (b) water saving measures equivalent to or greater than those described in(a).  Applications","","","","","","","",C1D5,"","","","","","",HeatedWater,"","","",V3,"","","","","","","","","",C,C1,true
ncc2022,Vol3,"","",NCC2022-volume-three.docx,Vol3,VOL3::C1D5,"",670,2430,2432,C1D5,DEFINITION,"",The flush volumes of C1D5 may be within a tolerance of— (a)   ±0.5 litres for the full flush of a 6/,The flush volumes of C1D5 may be within a tolerance of— (a)   ±0.5 litres for the full flush of a 6/3 litre cistern; or  (b)   +0.5 litres for the reduced flush of a 6/3 litre cistern; or (c)   ±0.2 litres for a 4.5/3 litre cistern.  Exemptions,The flush volumes of C1D5 may be within a tolerance of— (a)   ±0.5 litres for the full flush of a 6/3 litre cistern; or  (b)   +0.5 litres for the reduced flush of a 6/3 litre cistern; or (c)   ±0.2 litres for a 4.5/3 litre cistern.  Exemptions,"",false,false,"","","","","","","","","","","","","",OBJECTIVE,INFORMATIVE,ALWAYS,"",The flush volumes of C1D5 may be within a tolerance of— (a)   ±0.5 litres for the full flush of a 6/,The flush volumes of C1D5 may be within a tolerance of— (a)   ±0.5 litres for the full flush of a 6/3 litre cistern; or  (b)   +0.5 litres for the reduced flush of a 6/3 litre cistern; or (c)   ±0.2 litres for a 4.5/3 litre cistern.  Exemptions,"","","","","","","",C1D5,"","","","","","",HeatedWater,"","","",V3,"","","","","","","","","",C,C1,true
ncc2022,Vol3,"","",NCC2022-volume-three.docx,Vol3,VOL3::C1D5,"",671,2433,2434,C1D5,OTHER,"",The requirements of C1D5 do not apply to a vacuum drainage system.,The requirements of C1D5 do not apply to a vacuum drainage system.  Explanatory Information: Cross-volume considerations,The requirements of C1D5 do not apply to a vacuum drainage system.  Explanatory Information: Cross-volume considerations,"",false,false,"","","","","","","","","","","","","",OBJECTIVE,INFORMATIVE,ALWAYS,"",The requirements of C1D5 do not apply to a vacuum drainage system.,The requirements of C1D5 do not apply to a vacuum drainage system.  Explanatory Information: Cross-volume considerations,"","","","","","","",C1D5,"","","","","","",HeatedWater,"","","",V3,"","","","","","","","","",C,C1,true
ncc2022,Vol3,"","",NCC2022-volume-three.docx,Vol3,VOL3::C1,"",672,2435,2435,C1,OTHER,"",NCC Volumes One and Two deal with a number of areas of on-site construction which are relevant to sanitary plumbing services.,"NCC Volumes One and Two deal with a number of areas of on-site construction which are relevant to sanitary plumbing services. These include, but are not limited to, those listed in Table C1.","NCC Volumes One and Two deal with a number of areas of on-site construction which are relevant to sanitary plumbing services. These include, but are not limited to, those listed in Table C1.","",false,false,"","","","","","","","","","","","","",OBJECTIVE,INFORMATIVE,ALWAYS,"",NCC Volumes One and Two deal with a number of areas of on-site construction which are relevant to sanitary plumbing services.,"NCC Volumes One and Two deal with a number of areas of on-site construction which are relevant to sanitary plumbing services. These include, but are not limited to, those listed in Table C1.","","","","","","","",C1,"","","","","","",HeatedWater,"","","",V3,"","","","","","","","","",C,C1,true
ncc2022,Vol3,"","",NCC2022-volume-three.docx,Vol3,VOL3::C1,"",673,2436,2438,C1,OTHER,"",Table C1:                   Cross-volume considerations,"Table C1:                   Cross-volume considerations  Introduction to this Part  This Part sets out the requirements for any part of a sanitary drainagesystem of a property including from sanitary fixtures, appliances and sanitary plumbing systems from the point of connection to an approved disposal system.","Table C1:                   Cross-volume considerations  Introduction to this Part  This Part sets out the requirements for any part of a sanitary drainagesystem of a property including from sanitary fixtures, appliances and sanitary plumbing systems from the point of connection to an approved disposal system.","",false,false,"","","","","","","","","","","","","",OBJECTIVE,INFORMATIVE,ALWAYS,"",Table C1:                   Cross-volume considerations,"Table C1:                   Cross-volume considerations  Introduction to this Part  This Part sets out the requirements for any part of a sanitary drainagesystem of a property including from sanitary fixtures, appliances and sanitary plumbing systems from the point of connection to an approved disposal system.","","","","","","","",C1,"","","","","","",HeatedWater,"","","",V3,"","","","","","","","","",C,C1,true
